PONTO,DATA,Alcalinidade Total,Alcalinidade Total_UN,Alumínio Dissolvido ,Alumínio Dissolvido _UN,Cloreto Total ,Cloreto Total _UN,Clorofila a,Clorofila a_UN,Cobre Dissolvido ,Cobre Dissolvido _UN,Cobre Total,Cobre Total_UN,Coliformes Totais,Coliformes Totais_UN,Condutividade Elétrica,Condutividade Elétrica_UN,Cor Verdadeira ,Cor Verdadeira _UN,DBO ,DBO _UN,DQO,DQO_UN,Dureza Total ,Dureza Total _UN,Escherichia coli,Escherichia coli_UN,Ferro Dissolvido,Ferro Dissolvido_UN,Fito - Cyanobacteria (Microcystis cf. aeruginosa),Fito - Cyanobacteria (Microcystis cf. aeruginosa)_UN,Fitoplâncton Quantitativo,Fitoplâncton Quantitativo_UN,Fósforo Total ,Fósforo Total _UN,Manganês Total ,Manganês Total _UN,Nitrato ,Nitrato _UN,Nitrito ,Nitrito _UN,Nitrogênio Amoniacal ,Nitrogênio Amoniacal _UN,Nitrogênio total,Nitrogênio total_UN,Oxigênio Dissolvido,Oxigênio Dissolvido_UN,Potássio Total ,Potássio Total _UN,Sulfato Total,Sulfato Total_UN,Surfactantes,Surfactantes_UN,Sólidos Dissolvidos,Sólidos Dissolvidos Totais,Sólidos Dissolvidos Totais_UN,Sólidos Dissolvidos_UN,Sólidos Sedimentáveis,Sólidos Sedimentáveis_UN,Sólidos Suspensos Totais,Sólidos Suspensos Totais_UN,Sólidos Totais,Sólidos Totais_UN,Temperatura da Água,Temperatura da Água_UN,Transparência da Água,Transparência da Água_UN,Turbidez,Turbidez_UN,Zoobentos Quantitativo,Zoobentos Quantitativo_UN,Zooplâncton Quantitativo,Zooplâncton Quantitativo_UN,pH,pH_UN,Óleos e Graxas,Óleos e Graxas_UN,Latitude,Longitude
CLA-01,2023-01-15,6.0,mg/L,0.172,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,510000.0,NMP/100mL,30.2,μS/cm,30.0,UC,2.0,mg/L,20.0,mg/L,18.2,mg/L,48.9,NPM/100mL,0.2514,mg/L,,,,,0.01,mg/L,0.034,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,7.71,mg/L,2.14,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,196.0,mg/L,27.1,°C,0.2,m,68.9,NTU,,,,,7.58,mg/L,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2023-01-15,5.5,mg/L,0.184,mg/L,0.8,mg/L,16.688,μg/L,0.0001,mg/L,,,158000.0,NMP/100mL,16.75,μS/cm,40.0,UC,2.0,mg/L,20.0,mg/L,18.5,mg/L,240.0,NPM/100mL,0.2394,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,8.5,mg/L,0.74,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,204.0,mg/L,28.7,°C,0.2,m,77.9,NTU,,,,,7.21,mg/L,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2023-01-15,4.5,mg/L,0.0886,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,3000.0,NMP/100mL,16.0,μS/cm,30.0,UC,2.14,mg/L,20.0,mg/L,8.4,mg/L,15.6,NPM/100mL,0.2369,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,8.76,mg/L,0.62,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,106.0,mg/L,28.6,°C,0.4,m,35.4,NTU,,,,,7.67,mg/L,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2023-01-15,5.5,mg/L,0.1375,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,1980.0,NMP/100mL,18.36,μS/cm,5.0,UC,2.32,mg/L,20.0,mg/L,11.1,mg/L,228.2,NPM/100mL,0.2699,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,8.03,mg/L,0.72,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,54.0,mg/L,28.2,°C,0.4,m,60.9,NTU,,,,,7.06,mg/L,10.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2023-01-15,5.5,mg/L,0.05,mg/L,85.66,mg/L,1.0,μg/L,0.0001,mg/L,,,359000.0,NMP/100mL,169.3,μS/cm,5.0,UC,2.0,mg/L,20.0,mg/L,37.8,mg/L,15500.0,NPM/100mL,0.1509,mg/L,,,,,0.07,mg/L,0.037,mg/L,1.296,mg/L,0.03,mg/L,0.2,mg/L,3.82,mg/L,6.27,mg/L,1.85,mg/L,3.45,mg/L,,,,100.0,mg/L,,,,,,120.0,mg/L,30.9,°C,0.3,m,21.3,NTU,,,,,7.17,mg/L,45.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2023-01-15,16.0,mg/L,0.1151,mg/L,0.8,mg/L,4.45,μg/L,0.0001,mg/L,,,2870.0,NMP/100mL,18.3,μS/cm,5.0,UC,2.0,mg/L,20.0,mg/L,12.2,mg/L,720.0,NPM/100mL,0.2801,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,5.6,mg/L,0.69,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,16.0,mg/L,29.3,°C,0.26,m,57.1,NTU,,,,,7.56,mg/L,10.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2023-01-15,5.0,mg/L,0.107,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,1110.0,NMP/100mL,18.2,μS/cm,5.0,UC,2.0,mg/L,20.0,mg/L,12.2,mg/L,307.6,NPM/100mL,0.2662,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,8.5,mg/L,0.78,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,28.0,mg/L,27.6,°C,0.35,m,54.9,NTU,,,,,7.1,mg/L,10.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2023-01-15,7.0,mg/L,0.0584,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,204.6,NMP/100mL,27.6,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,8.1,mg/L,14.8,NPM/100mL,0.175,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,6.56,mg/L,0.79,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,26.0,mg/L,26.8,°C,0.65,m,22.4,NTU,,,,,6.42,mg/L,10.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2023-01-15,7.5,mg/L,0.05,mg/L,0.8,mg/L,2.67,μg/L,0.0001,mg/L,,,7200.0,NMP/100mL,46.8,μS/cm,3.0,UC,2.33,mg/L,20.0,mg/L,13.1,mg/L,4.1,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.08,mg/L,8.3,mg/L,0.73,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,124.0,mg/L,25.0,°C,1.0,m,13.8,NTU,,,,,6.7,mg/L,10.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2023-01-15,7.5,mg/L,0.094,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,307.6,NMP/100mL,20.9,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,14.8,mg/L,5.1,NPM/100mL,0.1386,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.8,mg/L,8.68,mg/L,0.69,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,100.0,mg/L,26.6,°C,0.8,m,14.6,NTU,,,,,7.66,mg/L,10.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2023-01-15,6.5,mg/L,0.07,mg/L,0.8,mg/L,1.0,μg/L,0.0001,mg/L,,,200000.0,NMP/100mL,17.23,μS/cm,10.0,UC,2.01,mg/L,20.0,mg/L,12.6,mg/L,1520.0,NPM/100mL,0.1315,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,6.4,mg/L,0.92,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,42.0,mg/L,30.2,°C,0.3,m,18.6,NTU,,,,,7.5,mg/L,10.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2023-01-15,,,,,2.35,mg/L,230.288,μg/L,0.008,mg/L,,,359000.0,NMP/100mL,105.9,μS/cm,,,55.0,mg/L,127.24,mg/L,,mg/L,22800.0,NPM/100mL,0.1019,mg/L,,,,,0.48,mg/L,0.069,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,14.0,mg/L,5.41,mg/L,2.86,mg/L,1.92,mg/L,0.05,mg/L,,206.0,mg/L,,0.7,mg/L,24.0,mg/L,248.0,mg/L,30.7,°C,,,61.5,NTU,,,,,8.05,mg/L,10.0,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2023-04-10,30.8,mg/L,0.01,mg/L,10.2,mg/L,2.57,μg/L,0.007,mg/L,,,1.8,NMP/100mL,26.0,μS/cm,62.0,UC,15.2,mg/L,29.0,mg/L,66.0,mg/L,1.8,NPM/100mL,0.623,mg/L,0.0,org/mL,,,0.11,mg/L,0.013,mg/L,0.3,mg/L,0.005,mg/L,0.11,mg/L,0.25,mg/L,5.8,mg/L,0.87,mg/L,10.0,mg/L,,,,19.39,mg/L,,,,,,62.0,mg/L,29.1,°C,1.3,m,1.06,NTU,1.0,org/m²,1.0,org/mL,6.8,mg/L,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2023-04-10,26.8,mg/L,0.03,mg/L,10.0,mg/L,1.08,μg/L,0.007,mg/L,,,140.0,NMP/100mL,12.0,μS/cm,58.0,UC,15.8,mg/L,30.0,mg/L,34.9,mg/L,1.8,NPM/100mL,0.55,mg/L,1.0,org/mL,,,0.1,mg/L,0.017,mg/L,0.3,mg/L,0.005,mg/L,0.18,mg/L,0.18,mg/L,5.7,mg/L,0.833,mg/L,10.0,mg/L,,,,19.0,mg/L,,,,,,57.0,mg/L,28.7,°C,1.4,m,14.66,NTU,5.0,org/m²,1.0,org/mL,8.5,mg/L,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2023-04-10,42.6,mg/L,0.28,mg/L,15.3,mg/L,4.37,μg/L,0.007,mg/L,,,17.0,NMP/100mL,22.0,μS/cm,5.0,UC,2.2,mg/L,25.0,mg/L,56.7,mg/L,1.8,NPM/100mL,0.622,mg/L,1.0,org/mL,,,0.02,mg/L,0.028,mg/L,0.52,mg/L,0.005,mg/L,0.14,mg/L,0.66,mg/L,5.8,mg/L,0.95,mg/L,10.0,mg/L,,,,18.34,mg/L,,,,,,52.0,mg/L,29.5,°C,1.2,m,7.02,NTU,1.0,org/m²,1.0,org/mL,8.4,mg/L,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2023-04-10,37.2,mg/L,0.02,mg/L,3.4,mg/L,0.42,μg/L,0.007,mg/L,,,40.0,NMP/100mL,21.3,μS/cm,87.0,UC,15.0,mg/L,26.0,mg/L,39.6,mg/L,1.8,NPM/100mL,1.006,mg/L,1.0,org/mL,,,0.05,mg/L,0.017,mg/L,0.3,mg/L,0.005,mg/L,0.08,mg/L,0.08,mg/L,6.62,mg/L,0.706,mg/L,10.0,mg/L,,,,19.45,mg/L,,,,,,25.0,mg/L,29.5,°C,0.75,m,26.7,NTU,1.0,org/m²,1.0,org/mL,7.03,mg/L,15.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2023-04-10,29.2,mg/L,0.02,mg/L,72.5,mg/L,0.05,μg/L,0.007,mg/L,,,1.8,NMP/100mL,181.7,μS/cm,5.0,UC,2.1,mg/L,25.0,mg/L,58.0,mg/L,1.8,NPM/100mL,0.978,mg/L,1.0,org/mL,,,0.49,mg/L,0.028,mg/L,0.82,mg/L,0.005,mg/L,1.05,mg/L,1.87,mg/L,4.91,mg/L,1.867,mg/L,11.0,mg/L,,,,95.49,mg/L,,,,,,50.0,mg/L,29.0,°C,0.4,m,11.2,NTU,1.0,org/m²,1.0,org/mL,7.15,mg/L,21.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2023-04-10,20.0,mg/L,0.01,mg/L,3.1,mg/L,1.95,μg/L,0.007,mg/L,,,1.8,NMP/100mL,27.5,μS/cm,52.0,UC,2.3,mg/L,25.0,mg/L,60.0,mg/L,1.8,NPM/100mL,1.006,mg/L,1.0,org/mL,,,0.05,mg/L,0.022,mg/L,0.3,mg/L,0.005,mg/L,0.09,mg/L,0.09,mg/L,6.01,mg/L,0.856,mg/L,10.0,mg/L,,,,23.12,mg/L,,,,,,25.0,mg/L,30.8,°C,1.1,m,18.55,NTU,1.0,org/m²,1.0,org/mL,7.23,mg/L,16.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2023-04-10,31.2,mg/L,0.15,mg/L,61.0,mg/L,6.26,μg/L,0.007,mg/L,,,1.8,NMP/100mL,32.4,μS/cm,81.0,UC,2.2,mg/L,25.0,mg/L,65.5,mg/L,1.8,NPM/100mL,0.561,mg/L,1.0,org/mL,,,0.05,mg/L,0.022,mg/L,0.55,mg/L,0.005,mg/L,0.22,mg/L,0.77,mg/L,6.4,mg/L,1.028,mg/L,10.0,mg/L,,,,101.08,mg/L,,,,,,25.0,mg/L,32.3,°C,1.4,m,22.2,NTU,1.0,org/m²,2.0,org/mL,7.71,mg/L,154.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2023-04-10,32.4,mg/L,0.13,mg/L,9.2,mg/L,2.27,μg/L,0.007,mg/L,,,390.0,NMP/100mL,31.5,μS/cm,85.0,UC,4.0,mg/L,25.0,mg/L,64.8,mg/L,1.8,NPM/100mL,0.467,mg/L,1.0,org/mL,,,0.04,mg/L,0.013,mg/L,1.01,mg/L,0.005,mg/L,0.1,mg/L,1.11,mg/L,6.08,mg/L,0.939,mg/L,10.0,mg/L,,,,19.31,mg/L,,,,,,52.0,mg/L,31.3,°C,1.3,m,20.5,NTU,1.0,org/m²,10.0,org/mL,7.25,mg/L,29.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2023-04-10,20.6,mg/L,0.01,mg/L,14.9,mg/L,1.88,μg/L,0.007,mg/L,,,1.8,NMP/100mL,91.7,μS/cm,50.0,UC,20.4,mg/L,37.0,mg/L,48.8,mg/L,1.8,NPM/100mL,0.544,mg/L,1.0,org/mL,,,0.06,mg/L,0.022,mg/L,0.3,mg/L,0.005,mg/L,0.15,mg/L,0.45,mg/L,6.29,mg/L,0.883,mg/L,10.0,mg/L,,,,20.07,mg/L,,,,,,25.0,mg/L,28.1,°C,1.5,m,20.3,NTU,57.0,org/m²,1.0,org/mL,6.92,mg/L,173.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2023-04-10,21.4,mg/L,0.03,mg/L,6.0,mg/L,0.2,μg/L,0.007,mg/L,,,1.8,NMP/100mL,24.7,μS/cm,46.0,UC,2.1,mg/L,25.0,mg/L,35.2,mg/L,1.8,NPM/100mL,0.506,mg/L,1.0,org/mL,,,0.02,mg/L,0.022,mg/L,0.3,mg/L,0.005,mg/L,0.25,mg/L,0.25,mg/L,4.78,mg/L,0.95,mg/L,10.0,mg/L,,,,18.73,mg/L,,,,,,25.0,mg/L,32.9,°C,1.4,m,18.13,NTU,1.0,org/m²,12.0,org/mL,7.3,mg/L,15.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2023-04-10,29.0,mg/L,0.24,mg/L,3.6,mg/L,0.05,μg/L,0.007,mg/L,,,70.0,NMP/100mL,23.0,μS/cm,88.0,UC,2.8,mg/L,25.0,mg/L,66.2,mg/L,1.8,NPM/100mL,0.622,mg/L,1.0,org/mL,,,0.07,mg/L,0.013,mg/L,0.3,mg/L,0.005,mg/L,0.11,mg/L,0.23,mg/L,6.2,mg/L,0.761,mg/L,10.0,mg/L,,,,17.32,mg/L,,,,,,25.0,mg/L,28.6,°C,0.8,m,23.6,NTU,1.0,org/m²,1.0,org/mL,8.2,mg/L,212.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2023-04-10,,mg/L,,mg/L,22.5,mg/L,86.11,μg/L,,,0.015,mg/L,1700.0,NMP/100mL,61.2,μS/cm,3.0,UC,5.3,mg/L,25.0,mg/L,,mg/L,1.8,NPM/100mL,1.1,mg/L,1.0,org/mL,,,0.07,mg/L,0.017,mg/L,0.3,mg/L,0.005,mg/L,0.38,mg/L,0.64,mg/L,5.73,mg/L,1.089,mg/L,10.0,mg/L,0.025,mg/L,,55.0,mg/L,,0.7,mg/L,25.0,mg/L,66.0,mg/L,31.7,°C,0.5,m,18.38,NTU,1.0,org/m²,1.0,org/mL,7.09,mg/L,162.0,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2023-07-25,11.0,mg/L,0.0888,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,7760.0,NMP/100mL,28.5,μS/cm,3.0,UC,3.44,mg/L,20.0,mg/L,22.7,mg/L,39.5,NPM/100mL,0.1893,mg/L,,org/mL,111.55,org/mL,0.013,mg/L,0.03,mg/L,0.447,mg/L,0.03,mg/L,0.2,mg/L,1.12,mg/L,5.56,mg/L,1.51,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,26.0,mg/L,25.0,°C,1.6,m,6.19,NTU,222.22,org/m²,43333.33,org/L,8.91,mg/L,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2023-07-25,8.0,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,197.0,NMP/100mL,26.1,μS/cm,3.0,UC,3.56,mg/L,20.0,mg/L,41.8,mg/L,1.0,NPM/100mL,0.1,mg/L,,org/mL,83.66,mg/L,0.019,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.4,mg/L,6.64,mg/L,1.5,mg/L,0.92,mg/L,,,,16.0,mg/L,,,,,,38.0,mg/L,25.0,°C,3.0,m,3.47,NTU,88.89,org/m²,72916.67,org/L,8.43,mg/L,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2023-07-25,9.0,mg/L,0.0592,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,32.7,NMP/100mL,21.1,μS/cm,3.0,UC,3.61,mg/L,20.0,mg/L,27.4,mg/L,1.0,NPM/100mL,0.1096,mg/L,,org/mL,67.73,org/mL,0.026,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,6.6,mg/L,1.58,mg/L,0.81,mg/L,,,,16.0,mg/L,,,,,,28.0,mg/L,24.0,°C,3.2,m,1.62,NTU,1.0,org/m²,67083.33,org/L,8.12,mg/L,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2023-07-25,9.0,mg/L,0.1229,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,2660.0,NMP/100mL,49.9,μS/cm,3.0,UC,3.91,mg/L,20.0,mg/L,39.0,mg/L,12.7,NPM/100mL,0.1741,mg/L,,org/mL,111.55,org/mL,0.015,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.8,mg/L,6.73,mg/L,1.51,mg/L,1.23,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,25.5,°C,3.5,m,2.83,NTU,44.44,org/m²,134583.33,org/L,7.99,mg/L,10.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2023-07-25,12.0,mg/L,0.0745,mg/L,24.42,mg/L,1.0,μg/L,0.008,mg/L,,,2750.0,NMP/100mL,50.8,μS/cm,3.0,UC,4.3,mg/L,20.0,mg/L,28.8,mg/L,549.3,NPM/100mL,0.2711,mg/L,,org/mL,59.76,org/mL,0.332,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,0.84,mg/L,6.23,mg/L,3.77,mg/L,1.25,mg/L,,,,124.0,mg/L,,,,,,136.0,mg/L,24.6,°C,3.0,m,5.48,NTU,88.89,org/m²,1.0,org/L,7.64,mg/L,10.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2023-07-25,11.5,mg/L,0.1731,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,594.0,NMP/100mL,35.1,μS/cm,3.0,UC,4.18,mg/L,20.0,mg/L,23.4,mg/L,50.4,NPM/100mL,0.1932,mg/L,,org/mL,211.15,org/mL,0.059,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,5.46,mg/L,2.03,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,88.0,mg/L,23.5,°C,2.5,m,2.04,NTU,1.0,org/m²,26250.0,org/L,7.4,mg/L,10.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2023-07-25,10.5,mg/L,0.1138,mg/L,0.8,mg/L,2.67,μg/L,0.008,mg/L,,,1450.0,NMP/100mL,37.8,μS/cm,3.0,UC,4.69,mg/L,20.0,mg/L,29.2,mg/L,18.3,NPM/100mL,0.1109,mg/L,,org/mL,103.58,org/mL,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.12,mg/L,5.27,mg/L,1.75,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,42.0,mg/L,24.0,°C,3.0,m,4.21,NTU,1.0,org/m²,56666.67,org/L,7.43,mg/L,10.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2023-07-25,11.0,mg/L,0.1099,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,119.0,NMP/100mL,28.6,μS/cm,3.0,UC,3.5,mg/L,20.0,mg/L,15.9,mg/L,1.0,NPM/100mL,0.1,mg/L,,org/mL,135.45,org/mL,0.011,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,6.3,mg/L,1.77,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,30.0,mg/L,24.5,°C,2.5,m,2.87,NTU,1.0,org/m²,1250.0,org/L,8.2,mg/L,10.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2023-07-25,10.5,mg/L,0.273,mg/L,3.12,mg/L,1.0,μg/L,0.008,mg/L,,,10500.0,NMP/100mL,31.4,μS/cm,3.0,UC,3.83,mg/L,20.0,mg/L,31.2,mg/L,65.0,NPM/100mL,0.2438,mg/L,,org/mL,87.65,org/mL,0.026,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.4,mg/L,5.2,mg/L,1.76,mg/L,8.38,mg/L,,,,20.0,mg/L,,,,,,50.0,mg/L,23.5,°C,3.0,m,2.43,NTU,755.56,org/m²,1.0,org/L,8.6,mg/L,10.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2023-07-25,10.5,mg/L,0.142,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,35.5,NMP/100mL,26.3,μS/cm,3.0,UC,3.55,mg/L,20.0,mg/L,31.3,mg/L,8.4,NPM/100mL,0.1116,mg/L,,org/mL,175.29,org/mL,0.012,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,5.8,mg/L,1.85,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,98.0,mg/L,24.0,°C,2.5,m,2.26,NTU,1.0,org/m²,1.0,org/L,8.1,mg/L,10.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2023-07-25,10.5,mg/L,0.125,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,160.0,NMP/100mL,34.2,μS/cm,3.0,UC,3.93,mg/L,20.0,mg/L,16.8,mg/L,10.7,NPM/100mL,0.1002,mg/L,,org/mL,47.81,org/mL,0.022,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,6.9,mg/L,1.66,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,30.0,mg/L,24.0,°C,0.8,m,2.92,NTU,0.0,org/m²,0.0,org/L,8.4,mg/L,10.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2023-07-25,,,,,0.8,mg/L,1.0,μg/L,,,0.014,mg/L,9600.0,NMP/100mL,49.0,μS/cm,,,3.9,mg/L,20.0,mg/L,,,4730.0,NPM/100mL,0.1,mg/L,,org/mL,159.36,org/mL,0.075,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,3.92,mg/L,5.04,mg/L,5.14,mg/L,2.3,mg/L,0.8,mg/L,0.05,mg/L,,24.0,mg/L,,0.1,mg/L,10.0,mg/L,38.0,mg/L,24.0,°C,0.6,m,5.48,NTU,133.33,org/m²,32500.0,org/L,7.42,mg/L,10.0,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2023-10-04,8.0,mg/L,0.067,mg/L,0.8,mg/L,3.004,μg/L,0.008,mg/L,,,60100.0,NMP/100mL,35.0,μS/cm,3.0,UC,3.89,mg/L,20.0,mg/L,28.8,mg/L,36.4,NMP/100mL,0.1,mg/L,1.0,org/mL,31.87,org/mL,0.034,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,5.9,mg/L,1.95,μg/L,0.87,mg/L,,,,18.0,mg/L,,,,,,24.0,mg/L,28.1,°C,1.0,m,17.7,NTU,44.64,org/m²,1.0,org/L,7.6,,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2023-10-04,9.0,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,191.0,NMP/100mL,35.4,μS/cm,3.0,UC,4.34,mg/L,20.0,mg/L,31.4,mg/L,1.0,NMP/100mL,0.1228,mg/L,,org/mL,75.69,org/mL,0.013,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.4,mg/L,6.2,mg/L,1.89,μg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,24.0,mg/L,27.6,°C,2.0,m,3.14,NTU,89.29,org/m²,1.0,org/L,8.1,,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2023-10-04,8.5,mg/L,0.05,mg/L,0.8,mg/L,5.34,μg/L,0.008,mg/L,,,197.0,NMP/100mL,33.1,μS/cm,3.0,UC,3.75,mg/L,20.0,mg/L,18.0,mg/L,2.0,NMP/100mL,0.1,mg/L,1.0,org/mL,231.07,org/mL,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,6.5,mg/L,2.4,μg/L,0.84,mg/L,,,,18.0,mg/L,,,,,,22.0,mg/L,28.6,°C,2.0,m,3.19,NTU,223.21,org/m²,1.0,org/L,8.0,,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2023-10-04,8.0,mg/L,0.05,mg/L,0.8,mg/L,3.671,μg/L,0.008,mg/L,,,5760.0,NMP/100mL,30.0,μS/cm,3.0,UC,4.06,mg/L,20.0,mg/L,17.3,mg/L,791.5,NMP/100mL,0.1,mg/L,1.0,org/mL,67.73,org/mL,0.013,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.2,mg/L,5.69,mg/L,1.35,μg/L,0.8,mg/L,,,,266.0,mg/L,,,,,,350.0,mg/L,28.5,°C,4.0,m,2.58,NTU,1.0,org/m²,1.0,org/L,7.14,,10.0,mg/L,-18.554869066877227,-51.12675459317855
